ZorgproductOmschrijving;Tarief
Operatie in de borstkas tijdens een ziekenhuisopname bij goed- of kwaadaardig gezwel van ademhalingsstelsel of andere organen in de borstkas of bij inklemming vaatzenuwstreng tussen rib en sleutelbeen;10730,08
Kijkoperatie in long(en)/ plaatsen van buisje/ dichtmaken bloedvat/ opheffen vernauwingen bloedvat/ verwijderen of wegbranden weefsel bij kanker van ademhalingsstelsel of andere organen in de borstkas;8621,06
Kijkoperatie in long(en) en/of dichtmaken bloedvat en/of opheffen vernauwingen bloedvat en/of verwijderen/wegbranden weefsel bij kanker van het ademhalingsstelsel of van andere organen in de borstkas;5474,72
Een combinatiebehandeling aan de dikke darm/endeldarm van chirurgie en chemotherapie bij kanker van dikke darm of endeldarm;52916,96
Uitgebreide operatie aan het maagdarmkanaal met maximaal 28 verpleegdagen bij kanker van dikke darm of endeldarm;13905,88
Uitgebreide operatie aan het maagdarmkanaal met meer dan 28 verpleegdagen bij kanker van dikke darm of endeldarm;44246
Uitgebreide operatie aan het maagdarmkanaal met behulp van kijkbuis-apparatuur met maximaal 28 verpleegdagen bij kanker van dikke darm of endeldarm;16763,76
Uitgebreide operatie aan het maagdarmkanaal met behulp van kijkbuis-apparatuur met meer dan 28 verpleegdagen bij kanker van dikke darm of endeldarm;40026,09
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal met maximaal 2 verpleegdagen bij kanker van dikke darm of endeldarm;4188,11
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal tijdens een ziekenhuisopname met meer dan 2 verpleegdagen bij kanker van dikke darm of endeldarm;10585,74
Een combinatiebehandeling aan de slokdarm/maag van chirurgie en chemotherapie bij slokdarm of maagmondkanker;13199,28
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal tijdens een ziekenhuisopname met meer dan 2 verpleegdagen bij slokdarm of maagmondkanker;8574
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal met maximaal 2 verpleegdagen bij slokdarm of maagmondkanker;2955,82
Een combinatiebehandeling aan de maag van chirurgie en chemotherapie bij maagkanker;52341,62
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal tijdens een ziekenhuisopname met meer dan 2 verpleegdagen bij maagkanker;9427,53
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal met maximaal 2 verpleegdagen bij maagkanker;2807,63
Operatie aan de galblaas/alvleesklier/lever met meer dan 28 verpleegdagen bij goedaardig of kwaadaardig gezwel buikorganen;49954,23
Operatie aan de galblaas/alvleesklier/lever met maximaal 28 verpleegdagen bij goedaardig of kwaadaardig gezwel buikorganen;21516,59
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal tijdens een ziekenhuisopname met meer dan 2 verpleegdagen bij goedaardig of kwaadaardig gezwel buikorganen;12872,52
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal met maximaal 2 verpleegdagen bij goedaardig of kwaadaardig gezwel buikorganen;5602,83
Onderzoek(en) en/of behandeling(en) bij goedaardig of kwaadaardig gezwel buikorganen;1030,01
Operatie in buikholte en/of lymfeklieren in buikholte en/of rondpompen verwarmde chemotherapie in buikholte om achtergebleven uitzaaiingen aan te pakken (HIPEC) bij kanker van dikke darm of endeldarm;15198,08
Uitgebreide operatie met hersteloperatie bij kanker van lip of mond of keelholte of hals;5474,38
Uitgebreide operatie met hersteloperatie tijdens een ziekenhuisopname bij kanker van lip of mond of keelholte of hals;34822,41
Operatie bij kanker van lip of mond of keelholte of hals;2800,82
Operatie tijdens een ziekenhuisopname bij kanker van lip of mond of keelholte of hals;9494,12
Operatie met weefselherstel bij kanker van lip of mond of keelholte of hals;5866,19
Operatie met weefselherstel tijdens een ziekenhuisopname bij kanker van lip of mond of keelholte of hals;8108,42
Ingewikkelde operatie aan de wervelkolom bij kanker van bot, kraakbeen of weke delen;9666,32
Ingewikkelde operatie aan de wervelkolom tijdens een ziekenhuisopname bij kanker van bot, kraakbeen of weke delen;10887,68
Uitgebreide operatie bij goedaardig of kwaadaardig gezwel van bot, kraakbeen of weke delen;8893,3
Operatie bot bij goedaardig of kwaadaardig gezwel van bot, kraakbeen of weke delen;17857,8
Operatie weke delen bij goedaardig of kwaadaardig gezwel van bot, kraakbeen of weke delen;4920,73
Operatie aan de wervelkolom tijdens een ziekenhuisopname bij kanker van bot, kraakbeen of weke delen;7890,57
Operatie aan de wervelkolom bij kanker van bot, kraakbeen of weke delen;1783,45
Uitgebreide operatie lymfevaten en/of huid en/of oor en/of afsluiten van een bloedvat bij huidkanker of voortekenen daarvan;4338,74
Uitgebreide operatie lymfevaten en/of huid en/of oor en/of afsluiten van een bloedvat tijdens een ziekenhuisopname bij huidkanker of voortekenen daarvan;7739,9
Lichttherapie bij huidkanker of voortekenen daarvan;2021,55
Een operatie huid en/of weke delen en/of bot bij huidkanker of voortekenen daarvan;1234,28
Meer dan een operatie huid en/of weke delen en/of bot bij huidkanker of voortekenen daarvan;3563,31
Lasertherapie bij huidkanker of voortekenen daarvan;331,04
Een tot 2 operatie(s) bij huidkanker of voortekenen daarvan;476,03
Meer dan 2 operaties bij huidkanker of voortekenen daarvan;1202,85
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of maximaal 2 dagbehandelingen bij huidkanker of voortekenen daarvan;229,14
1 of 2 polikliniekbezoeken/ consultaties op afstand bij huidkanker of voortekenen daarvan;134,66
Uitgebreide operatie bij een goedaardig gezwel van hormoonproducerende klier;3857,09
Uitgebreide operatie tijdens een ziekenhuisopname bij een goedaardig gezwel van hormoonproducerende klier;6239,14
Ingewikkelde operatie aan de wervelkolom tijdens een ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de hersenvliezen/ van het zenuwstelsel/ in de hersenen;8546,99
Ingewikkelde operatie aan de wervelkolom bij goedaardig of kwaadaardig gezwel van de hersenvliezen/ van het zenuwstelsel/ in de hersenen;6005,72
Behandeling van een vaatafwijking in het hoofd bij kanker van de hersenvliezen/ van het zenuwstelsel/ in de hersenen;25907,29
Operatie aan de wervelkolom tijdens een ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de hersenvliezen/ van het zenuwstelsel/ in de hersenen;7628,04
Operatie aan de wervelkolom bij goedaardig of kwaadaardig gezwel van de hersenvliezen/ van het zenuwstelsel/ in de hersenen;3651,69
Een operatie huid en/of weke delen en/of bot bij een goedaardig gezwel van de huid;1372,29
Meer dan een operatie huid en/of weke delen en/of bot bij een goedaardig gezwel van de huid;4637,55
Lasertherapie bij een goedaardig gezwel van de huid;293,61
Enkelvoudige ingreep aan de huid bij een goedaardig gezwel van de huid;498,27
Meervoudige ingreep aan de huid bij een goedaardig gezwel van de huid;1233,55
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een goedaardig gezwel van de huid;122,89
Uitgebreide operatie neus en/of neusbijholten bij een goedaardig of kwaadaardig gezwel;5876,93
Onderzoek(en) en/of behandeling(en) bij een goedaardig of kwaadaardig gezwel;641,11
Uitgebreide operatie bot en/of weke delen bij een goedaardig of kwaadaardig gezwel;6186,08
Operatie neus en/of neusbijholten bij een goedaardig of kwaadaardig gezwel;3842,2
Een operatie huid en/of weke delen bij een goedaardig of kwaadaardig gezwel;6086,89
Een operatie bot en/of gewricht bij een goedaardig of kwaadaardig gezwel;2558,97
Ingewikkelde operatie aan de wervelkolom tijdens een ziekenhuisopname bij een goedaardig of kwaadaardig gezwel;8421,64
Ingewikkelde operatie aan de wervelkolom bij een goedaardig of kwaadaardig gezwel;6118,72
Operatie aan de wervelkolom tijdens een ziekenhuisopname bij een goedaardig of kwaadaardig gezwel;7839,83
Operatie aan de wervelkolom bij een goedaardig of kwaadaardig gezwel;2311,45
Insulinepomptherapie met onderzoek(en) en/of behandeling(en) bij diabetes (suikerziekte);1130,53
Insulinepomptherapie, dagbehandeling(en) en of meer dan 4 polikliniekbezoeken/ consultaties op afstand bij diabetes (suikerziekte);1193,73
Insulinepomptherapie met 3 tot 4 polikliniekbezoeken/ consultaties op afstand of meer dan 2 onderzoeken bij diabetes (suikerziekte);776
Insulinepomptherapie met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij diabetes (suikerziekte);333,27
Insulinepomptherapie, bijvullen pomp bij diabetes (suikerziekte);7237,3
Insulinepomptherapie, plaatsen sensor (RT-CGM) bij diabetes (suikerziekte);615,5
Operatieve ingreep bij een ziekte van een hormoonafgevende klier;5886,73
Operatie aan de schildklier bij een ziekte van de schildklier;2681,23
Operatie aan de schildklier tijdens een ziekenhuisopname bij een ziekte van de schildklier;5228,36
Onderzoek of behandeling van het maagdarmkanaal bij vetzucht of ondervoeding;986,3
Inbrengen van een maagband via een kijkoperatie bij vetzucht;6624,48
Inbrengen van een maagband via een kijkoperatie tijdens een ziekenhuisopname bij vetzucht;9124,43
Kijkoperatie bij vetzucht;2810,61
Kijkoperatie tijdens ziekenhuisopname bij vetzucht;6843,94
Maagverkleining open operatie bij vetzucht;8222,06
Gynaecologisch onderzoek bij een seksuologische aandoening;1739,64
Ziekenhuisopname met maximaal 5 verpleegdagen bij psychische klachten;2188,65
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij psychische klachten;7196,44
Ziekenhuisopname met meer dan 28 verpleegdagen bij psychische klachten;20792,32
Dagbehandeling met klinisch neurofysiologisch onderzoek bij psychische klachten;1499,92
Dagbehandeling bij psychische klachten;958,78
Teambehandeling met klinisch neurofysiologisch onderzoek bij psychische klachten;684,42
Teambehandeling bij psychische klachten;322,01
Klinisch neurofysiologisch onderzoek bij psychische klachten;870,34
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij psychische klachten;605,83
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij psychische klachten;512,62
1 of 2 polikliniekbezoeken/ consultaties op afstand bij psychische klachten;315,62
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij psychische klachten;192,54
Operatie bij een geslachtsidentiteitsstoornis;2103,52
Ziekenhuisopname met maximaal 5 verpleegdagen bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;2499,35
instellen van de behandeling met een apomorfinepomp bij de ziekte van Parkinson;1145,95
Ziekenhuisopname met maximaal 5 verpleegdagen bij de ziekte van Parkinson;2614,73
Dagbehandeling bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;1266,92
Injectie(s) met botuline toxine (Botox) in spieren of in de huid tijdens vervolgcontact bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;489,79
Injectie(s) met botuline toxine (Botox) in spieren of in de huid bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;542,63
Ziekenhuisopname met meer dan 28 verpleegdagen bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;27659,07
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;7380,24
Dagbehandeling bij de ziekte van Parkinson;1136,67
Ziekenhuisopname met meer dan 28 verpleegdagen bij de ziekte van Parkinson;23138,16
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij de ziekte van Parkinson;7308,09
Teambehandeling bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;478,38
Teambehandeling bij de ziekte van Parkinson;441,36
Klinisch neurofysiologisch onderzoek bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;801,07
Klinisch neurofysiologisch onderzoek bij de ziekte van Parkinson;1044,4
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een stoornis in houding en/en/of beweging door een ziekte van het zenuwstelsel;549,39
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij een stoornis in houding en/en/of beweging door een ziekte van het zenuwstelsel;937,44
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij de ziekte van Parkinson;787,33
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij de ziekte van Parkinson;821,43
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;201,55
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een stoornis in houding en/of beweging door een ziekte van het zenuwstelsel;285,25
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij de ziekte van Parkinson;208,9
1 of 2 polikliniekbezoeken/ consultaties op afstand bij de ziekte van Parkinson;387,77
Operatieve ingreep bij Een slaapstoornis;2205,55
Plaatsen of vervangen van een apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;567,28
Plaatsen of vervangen van een elektrode of ademhalingssensor ten behoeve van een apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;561,25
Revisie of verwijderen van een elektrode en/of ademhalingssensor en/of apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;567,78
Diagnostisch onderzoek of therapie bij een ziekte van zenuw, zenuwknoop of zenuwwortel;594,55
Diagnostisch onderzoek of therapie met beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI) bij een ziekte van zenuw, zenuwknoop of zenuwwortel;1216,42
Operatief verlichten van de zenuw bij een ziekte van zenuw, zenuwknoop of zenuwwortel;3180,73
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken tijdens vervolgcontact bij een ziekte van zenuw, zenuwknoop of zenuwwortel;442,54
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een ziekte van een zenuw, zenuwknoop of zenuwwortel;651,04
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken tijdens vervolgcontact bij carpaaltunnelsyndroom;453,06
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een carpaaltunnelsyndroom;494,18
Correctie van een hangend ooglid of wenkbrauw bij een stoornis van de aangezichtszenuw;2552,86
Ooglidcorrectie bij een stoornis van de aangezichtszenuw;2582,92
Behandeling met medicijnen bij multipele sclerose;3277,48
Behandeling met medicijnen tijdens een ziekenhuisopname bij multipele sclerose;5108,84
Behandeling met medicijnen bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;1767,86
Behandeling met medicijnen tijdens een ziekenhuisopname bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;11332,48
Ingewikkelde staaroperatie bij een ziekte van de ooglens;1803,23
Staaroperatie bij een ziekte van de ooglens;1319,31
Staaroperatie tijdens een ziekenhuisopname bij een ziekte van de ooglens;2683,31
Meer dan 4 polikliniekbezoeken/ consultaties op afstand met eenvoudig diagnostisch onderzoek bij een ziekte van de ooglens;467,12
